Brand,Processor,RAM,GPU,Screen Size,Resolution,Battery Life,Weight,Operating System,Price,Storage Size,Storage Type
MSI,Intel i3,32,Nvidia RTX 2060,16.0,1366x768,7.6,3.19,Linux,1719.3,512,SSD
Acer,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,2560x1440,7.0,2.04,FreeDOS,1456.42,2000,SSD
Microsoft,AMD Ryzen 9,8,Nvidia RTX 3080,13.3,1920x1080,9.1,1.41,FreeDOS,1367.8,1000,HDD
Acer,AMD Ryzen 3,16,Nvidia RTX 3080,16.0,1920x1080,7.9,1.54,FreeDOS,1034.85,1000,SSD
Apple,Intel i5,16,Nvidia RTX 2060,13.3,3840x2160,8.7,3.33,FreeDOS,2880.18,2000,SSD
Apple,Intel i3,16,AMD Radeon RX 6600,13.3,2560x1440,9.6,2.01,Linux,1863.97,256,SSD
Asus,Intel i5,64,Nvidia RTX 3060,16.0,1366x768,11.6,2.46,macOS,1691.41,1000,HDD
Dell,Intel i7,8,Nvidia RTX 3080,13.3,1366x768,9.3,1.34,Linux,1190.38,1000,SSD
Acer,AMD Ryzen 3,4,Nvidia RTX 2060,15.6,3840x2160,6.8,2.19,Linux,1253.82,1000,SSD
Microsoft,Intel i3,64,Nvidia RTX 3060,16.0,3840x2160,5.8,2.77,macOS,3145.68,1000,HDD
Samsung,AMD Ryzen 5,4,Nvidia RTX 3060,16.0,1366x768,4.8,3.04,Linux,589.91,1000,HDD
Samsung,Intel i7,16,Nvidia GTX 1650,13.3,2560x1440,11.1,3.4,Linux,1737.98,512,SSD
Lenovo,Intel i7,32,Nvidia RTX 2060,13.3,2560x1440,10.0,1.54,FreeDOS,2424.64,256,SSD
Apple,AMD Ryzen 3,4,Nvidia GTX 1650,17.3,2560x1440,9.0,3.42,Windows,1449.63,2000,SSD
HP,Intel i7,4,Integrated,13.3,3840x2160,6.1,2.01,Windows,1278.89,256,SSD
Asus,Intel i3,32,Nvidia GTX 1650,15.6,1366x768,10.2,1.6,FreeDOS,1121.49,2000,SSD
Razer,Intel i3,4,Nvidia GTX 1650,13.3,1920x1080,6.4,3.44,FreeDOS,1177.7,1000,SSD
Acer,Intel i9,32,Nvidia RTX 3060,14.0,3840x2160,7.9,2.61,FreeDOS,4494.31,2000,SSD
Acer,AMD Ryzen 9,8,Nvidia RTX 2060,15.6,1920x1080,6.1,2.94,Linux,1885.48,2000,SSD
HP,Intel i5,64,AMD Radeon RX 6800,15.6,2560x1440,6.0,2.25,Windows,2768.58,1000,HDD
HP,AMD Ryzen 7,8,Nvidia RTX 3080,15.6,1920x1080,6.1,2.18,Windows,1375.11,256,SSD
Asus,Intel i7,32,Nvidia RTX 2060,14.0,1920x1080,7.0,2.91,macOS,2054.39,512,SSD
Apple,AMD Ryzen 9,4,AMD Radeon RX 6800,14.0,1366x768,6.5,1.68,Windows,1771.8,1000,SSD
HP,Intel i5,32,Integrated,15.6,2560x1440,10.3,1.83,Linux,1330.24,512,SSD
Asus,AMD Ryzen 5,64,Nvidia RTX 3060,13.3,3840x2160,7.1,1.44,macOS,3180.14,1000,HDD
HP,Intel i3,16,Nvidia GTX 1650,15.6,1366x768,4.9,1.88,macOS,1046.03,512,SSD
Acer,AMD Ryzen 5,4,Nvidia GTX 1650,17.3,3840x2160,11.7,1.35,FreeDOS,1324.97,1000,HDD
Asus,Intel i3,8,Integrated,15.6,3840x2160,11.3,1.74,FreeDOS,945.14,512,SSD
MSI,Intel i9,32,Nvidia RTX 3080,16.0,3840x2160,5.1,3.18,Windows,6260.08,512,SSD
Lenovo,Intel i3,32,Nvidia RTX 2060,14.0,1920x1080,4.9,2.54,Linux,1426.87,256,SSD
HP,Intel i9,32,AMD Radeon RX 6800,17.3,2560x1440,6.3,1.76,FreeDOS,3708.89,1000,SSD
Razer,AMD Ryzen 5,64,AMD Radeon RX 6800,14.0,3840x2160,8.7,1.72,macOS,5612.45,256,SSD
Dell,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,1920x1080,5.6,3.36,macOS,895.07,2000,SSD
Samsung,Intel i3,8,Nvidia RTX 3060,14.0,2560x1440,8.3,2.36,Linux,860.15,1000,HDD
Razer,AMD Ryzen 5,32,AMD Radeon RX 6800,14.0,3840x2160,9.8,3.32,Linux,3564.07,1000,SSD
HP,Intel i9,16,AMD Radeon RX 6800,15.6,3840x2160,10.9,1.33,macOS,3585.24,512,SSD
Razer,Intel i7,8,Integrated,15.6,3840x2160,11.3,1.45,Linux,2105.68,256,SSD
Samsung,Intel i3,64,Nvidia RTX 2060,16.0,2560x1440,5.6,3.16,macOS,2746.23,256,SSD
Dell,Intel i3,32,AMD Radeon RX 6600,14.0,2560x1440,11.7,1.84,macOS,1618.88,256,SSD
MSI,Intel i9,32,Nvidia RTX 3060,14.0,3840x2160,4.7,2.0,macOS,5547.08,512,SSD
Asus,Intel i7,4,Nvidia RTX 3080,15.6,1920x1080,6.6,1.27,FreeDOS,1263.98,1000,SSD
Microsoft,AMD Ryzen 9,64,Nvidia RTX 2060,17.3,1366x768,10.4,2.0,Linux,3563.86,512,SSD
HP,Intel i3,16,Integrated,14.0,3840x2160,8.9,3.28,Linux,1276.79,2000,SSD
Asus,Intel i9,4,AMD Radeon RX 6800,16.0,3840x2160,6.7,3.33,Windows,2169.37,1000,HDD
Samsung,Intel i9,16,Nvidia RTX 3080,14.0,3840x2160,10.6,1.66,Windows,3356.86,2000,SSD
Asus,AMD Ryzen 7,4,Nvidia RTX 3080,15.6,3840x2160,4.7,1.94,Linux,1685.91,1000,HDD
Dell,Intel i9,64,Integrated,15.6,1366x768,12.0,2.29,Linux,2472.43,512,SSD
HP,AMD Ryzen 3,8,Nvidia RTX 2060,17.3,1366x768,10.6,2.25,Windows,742.84,256,SSD
Microsoft,AMD Ryzen 9,32,Nvidia RTX 3080,14.0,1920x1080,5.7,2.54,macOS,2607.14,2000,SSD
Apple,Intel i5,8,AMD Radeon RX 6800,17.3,3840x2160,10.3,1.45,FreeDOS,2345.4,1000,HDD
Lenovo,AMD Ryzen 9,8,Nvidia GTX 1650,16.0,3840x2160,11.3,2.28,macOS,3149.09,2000,SSD
Dell,Intel i3,64,AMD Radeon RX 6800,17.3,1366x768,11.1,2.01,FreeDOS,1724.79,512,SSD
Apple,Intel i7,8,AMD Radeon RX 6800,14.0,1920x1080,11.8,1.85,FreeDOS,1760.11,256,SSD
MSI,Intel i7,4,AMD Radeon RX 6600,17.3,1366x768,4.4,1.53,macOS,1425.95,256,SSD
Acer,Intel i9,8,AMD Radeon RX 6600,13.3,1920x1080,4.4,2.11,macOS,1695.75,2000,SSD
Asus,Intel i3,32,Nvidia RTX 2060,16.0,1920x1080,6.6,2.83,macOS,1598.47,1000,SSD
Razer,Intel i7,8,Nvidia RTX 3080,15.6,2560x1440,4.1,1.8,macOS,2403.88,2000,SSD
HP,AMD Ryzen 5,64,Nvidia RTX 3060,16.0,3840x2160,6.9,2.3,FreeDOS,3495.48,1000,HDD
Apple,Intel i5,16,AMD Radeon RX 6600,14.0,3840x2160,11.7,2.55,macOS,2857.06,1000,SSD
MSI,Intel i3,4,Integrated,15.6,1366x768,7.7,1.39,macOS,750.17,256,SSD
HP,AMD Ryzen 9,4,Integrated,16.0,1920x1080,11.1,2.39,Linux,1197.92,256,SSD
Samsung,Intel i3,32,Nvidia RTX 3080,15.6,2560x1440,7.5,2.02,FreeDOS,1756.04,512,SSD
MSI,Intel i9,4,Integrated,17.3,2560x1440,4.4,2.43,Linux,1888.26,2000,SSD
Razer,Intel i5,16,Nvidia GTX 1650,15.6,2560x1440,10.5,2.75,FreeDOS,2367.48,512,SSD
Razer,AMD Ryzen 7,4,Nvidia RTX 3060,14.0,1366x768,11.9,2.24,FreeDOS,1475.32,256,SSD
HP,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,3840x2160,5.0,1.79,FreeDOS,1629.32,256,SSD
MSI,AMD Ryzen 9,16,Nvidia RTX 2060,14.0,2560x1440,11.1,2.55,macOS,3309.11,1000,SSD
Microsoft,Intel i5,4,AMD Radeon RX 6600,13.3,1920x1080,4.6,2.42,Windows,919.76,2000,SSD
Dell,AMD Ryzen 5,32,Integrated,13.3,3840x2160,6.9,1.68,Linux,1647.25,256,SSD
Apple,AMD Ryzen 7,32,Nvidia RTX 3060,17.3,1366x768,9.0,2.13,FreeDOS,2794.77,2000,SSD
Samsung,Intel i7,32,Nvidia RTX 2060,17.3,2560x1440,7.5,1.46,FreeDOS,2812.46,1000,SSD
Microsoft,AMD Ryzen 3,8,AMD Radeon RX 6600,15.6,1920x1080,8.2,1.25,macOS,987.56,2000,SSD
Samsung,AMD Ryzen 3,4,AMD Radeon RX 6600,14.0,3840x2160,10.0,3.49,Linux,1308.78,2000,SSD
Razer,Intel i3,4,Nvidia RTX 3060,17.3,3840x2160,7.4,1.29,macOS,1621.38,1000,HDD
Lenovo,Intel i9,32,AMD Radeon RX 6600,14.0,3840x2160,9.4,2.92,Linux,4474.82,512,SSD
Asus,AMD Ryzen 3,64,Nvidia RTX 3060,14.0,1366x768,9.7,3.21,Windows,1597.08,512,SSD
Microsoft,Intel i7,4,Nvidia RTX 2060,17.3,1920x1080,11.3,2.1,FreeDOS,1279.81,2000,SSD
Lenovo,AMD Ryzen 9,64,Nvidia RTX 3060,16.0,1366x768,9.3,2.13,FreeDOS,3644.75,256,SSD
Lenovo,AMD Ryzen 5,8,AMD Radeon RX 6800,15.6,1920x1080,11.0,1.72,macOS,1254.82,256,SSD
Apple,Intel i7,16,AMD Radeon RX 6600,16.0,1366x768,11.6,3.2,Linux,1972.39,2000,SSD
Dell,Intel i3,16,Integrated,16.0,1920x1080,8.1,1.7,FreeDOS,811.11,1000,SSD
MSI,Intel i3,4,AMD Radeon RX 6600,15.6,3840x2160,5.5,1.45,Linux,1769.63,2000,SSD
HP,AMD Ryzen 3,32,AMD Radeon RX 6600,16.0,2560x1440,7.2,2.04,FreeDOS,1457.63,1000,HDD
Razer,AMD Ryzen 3,16,Nvidia RTX 2060,14.0,3840x2160,9.6,2.53,macOS,2423.96,512,SSD
Acer,Intel i3,32,Integrated,14.0,2560x1440,7.2,1.62,macOS,995.68,2000,SSD
Asus,Intel i7,32,AMD Radeon RX 6600,14.0,3840x2160,9.5,1.71,FreeDOS,3186.93,2000,SSD
Samsung,Intel i9,16,Nvidia RTX 3080,14.0,3840x2160,8.5,3.03,Windows,2814.32,1000,HDD
Apple,AMD Ryzen 9,8,Nvidia RTX 2060,16.0,3840x2160,6.8,2.76,macOS,4385.07,2000,SSD
Samsung,Intel i3,64,Nvidia RTX 3060,13.3,2560x1440,11.1,1.32,Linux,2363.76,1000,SSD
MSI,AMD Ryzen 5,4,Nvidia RTX 3060,14.0,1920x1080,9.5,1.62,Windows,1248.24,1000,SSD
Samsung,AMD Ryzen 7,64,AMD Radeon RX 6800,17.3,3840x2160,7.9,2.75,Linux,4450.74,1000,HDD
Razer,Intel i5,4,Nvidia RTX 3080,13.3,2560x1440,8.6,2.17,macOS,1727.2,256,SSD
Microsoft,AMD Ryzen 3,16,Nvidia RTX 2060,15.6,1920x1080,10.1,1.82,Linux,1009.08,2000,SSD
Samsung,AMD Ryzen 7,64,Nvidia RTX 3060,14.0,1366x768,4.4,2.8,macOS,1933.3,1000,HDD
Dell,AMD Ryzen 5,4,Nvidia RTX 3060,17.3,1366x768,6.4,2.05,FreeDOS,797.36,2000,SSD
Asus,AMD Ryzen 7,16,AMD Radeon RX 6800,16.0,2560x1440,9.2,2.79,Windows,2184.36,2000,SSD
Lenovo,AMD Ryzen 5,32,AMD Radeon RX 6800,17.3,1920x1080,10.3,2.33,macOS,1522.3,1000,HDD
Acer,Intel i9,16,Integrated,17.3,1920x1080,5.5,3.27,FreeDOS,1342.97,1000,HDD
Asus,AMD Ryzen 7,64,Integrated,14.0,3840x2160,9.5,2.74,Linux,3197.64,512,SSD
Acer,Intel i9,64,Nvidia RTX 3080,17.3,2560x1440,11.7,2.69,Linux,5256.2,256,SSD
MSI,AMD Ryzen 5,4,Nvidia RTX 3060,17.3,2560x1440,8.3,1.33,FreeDOS,1620.5,256,SSD
Microsoft,Intel i7,8,Integrated,17.3,1920x1080,6.7,2.04,Windows,774.99,1000,HDD
Dell,Intel i7,16,Nvidia RTX 3060,17.3,2560x1440,11.4,1.28,Linux,2157.22,1000,SSD
Samsung,AMD Ryzen 5,4,Nvidia RTX 2060,17.3,1920x1080,4.9,2.49,Linux,1150.48,512,SSD
Asus,Intel i5,8,AMD Radeon RX 6800,16.0,1366x768,10.2,3.16,macOS,868.81,512,SSD
HP,AMD Ryzen 9,16,Nvidia RTX 3060,14.0,3840x2160,10.0,2.77,macOS,3237.16,1000,SSD
Microsoft,AMD Ryzen 5,4,AMD Radeon RX 6600,14.0,2560x1440,6.6,2.81,FreeDOS,1196.4,512,SSD
Acer,Intel i7,16,Nvidia RTX 3080,17.3,1920x1080,11.9,2.58,macOS,1520.46,512,SSD
Dell,Intel i7,64,Nvidia RTX 3080,13.3,3840x2160,7.6,3.46,Linux,4248.89,1000,HDD
Asus,AMD Ryzen 9,8,Integrated,13.3,2560x1440,4.3,1.74,Linux,1471.0,1000,SSD
Dell,AMD Ryzen 7,32,Nvidia RTX 3080,15.6,3840x2160,7.8,3.22,Windows,3533.01,1000,SSD
Microsoft,Intel i7,8,Integrated,16.0,3840x2160,10.5,1.77,Linux,1595.61,256,SSD
MSI,Intel i5,8,Nvidia RTX 3060,14.0,2560x1440,7.2,2.63,Windows,1542.2,512,SSD
Lenovo,Intel i9,32,AMD Radeon RX 6800,16.0,1366x768,6.6,3.16,Linux,2366.93,1000,SSD
Razer,Intel i3,4,Nvidia GTX 1650,13.3,2560x1440,5.5,2.85,macOS,1238.39,1000,SSD
Microsoft,AMD Ryzen 9,64,AMD Radeon RX 6800,13.3,1366x768,11.2,2.16,Windows,3207.38,2000,SSD
Samsung,Intel i3,4,Nvidia RTX 2060,15.6,2560x1440,4.9,3.17,Windows,951.28,1000,SSD
Acer,AMD Ryzen 3,8,Nvidia RTX 3080,13.3,2560x1440,11.5,2.35,Linux,1114.49,512,SSD
Microsoft,Intel i3,8,Nvidia GTX 1650,15.6,3840x2160,9.4,3.47,Windows,1559.53,256,SSD
Asus,Intel i5,4,Nvidia RTX 2060,14.0,3840x2160,8.7,1.63,Linux,1365.29,1000,HDD
Lenovo,Intel i7,64,Integrated,16.0,1366x768,11.6,2.37,macOS,1759.64,256,SSD
Asus,AMD Ryzen 5,4,AMD Radeon RX 6600,14.0,3840x2160,11.2,1.49,macOS,1481.68,256,SSD
Dell,AMD Ryzen 7,64,AMD Radeon RX 6600,14.0,2560x1440,9.7,1.39,macOS,3742.07,512,SSD
Samsung,Intel i5,32,Nvidia GTX 1650,15.6,2560x1440,7.7,2.16,FreeDOS,2310.2,1000,SSD
Acer,Intel i5,4,AMD Radeon RX 6600,16.0,3840x2160,11.8,3.09,macOS,1577.56,2000,SSD
Apple,AMD Ryzen 7,64,Nvidia RTX 3080,14.0,1920x1080,8.0,2.59,Windows,4354.64,2000,SSD
Samsung,Intel i5,16,Integrated,14.0,2560x1440,7.9,2.42,Windows,1080.62,2000,SSD
Dell,AMD Ryzen 5,4,Nvidia GTX 1650,16.0,1366x768,4.5,3.41,Linux,717.59,2000,SSD
Razer,AMD Ryzen 9,64,AMD Radeon RX 6800,13.3,2560x1440,6.9,2.97,Linux,6842.84,1000,SSD
Asus,Intel i9,64,Integrated,17.3,1366x768,7.7,1.65,FreeDOS,2326.69,256,SSD
Microsoft,AMD Ryzen 3,32,Nvidia RTX 3080,17.3,2560x1440,7.8,2.65,macOS,1797.92,2000,SSD
MSI,Intel i3,8,Nvidia GTX 1650,14.0,1366x768,9.4,3.39,Windows,958.31,2000,SSD
Apple,AMD Ryzen 9,32,Nvidia RTX 3060,15.6,1366x768,4.6,1.39,FreeDOS,3722.93,512,SSD
HP,AMD Ryzen 9,4,Nvidia GTX 1650,15.6,1920x1080,9.5,1.9,Linux,1716.43,1000,SSD
Razer,Intel i7,4,Nvidia GTX 1650,16.0,1366x768,5.2,3.29,FreeDOS,1373.56,2000,SSD
Razer,Intel i3,16,AMD Radeon RX 6600,13.3,1366x768,10.8,3.42,macOS,1229.2,1000,SSD
Samsung,Intel i3,4,Nvidia RTX 2060,14.0,2560x1440,10.6,1.58,FreeDOS,906.72,2000,SSD
Apple,AMD Ryzen 5,32,Nvidia RTX 3060,17.3,3840x2160,10.7,1.6,Linux,4220.07,256,SSD
Razer,AMD Ryzen 5,8,Nvidia RTX 3060,15.6,1366x768,10.8,3.2,macOS,1169.97,512,SSD
Asus,AMD Ryzen 9,8,Nvidia GTX 1650,16.0,2560x1440,10.4,1.55,FreeDOS,2417.15,2000,SSD
Razer,Intel i9,32,Nvidia RTX 2060,16.0,1920x1080,5.4,3.08,FreeDOS,3946.65,1000,SSD
MSI,AMD Ryzen 5,32,Nvidia GTX 1650,13.3,3840x2160,7.3,3.05,Windows,3291.69,256,SSD
Microsoft,Intel i7,16,Nvidia RTX 2060,15.6,1366x768,8.1,1.52,Windows,1511.17,1000,SSD
HP,Intel i7,4,Nvidia RTX 2060,13.3,1366x768,8.3,1.24,macOS,987.58,256,SSD
Samsung,Intel i7,32,Nvidia RTX 3060,14.0,3840x2160,11.1,1.4,macOS,3417.44,2000,SSD
Apple,AMD Ryzen 9,4,Nvidia RTX 2060,16.0,1920x1080,5.3,3.21,Windows,2517.67,2000,SSD
Lenovo,Intel i3,16,AMD Radeon RX 6800,13.3,3840x2160,10.9,2.49,Linux,1760.31,512,SSD
Samsung,Intel i9,4,Nvidia GTX 1650,17.3,1920x1080,10.9,2.47,FreeDOS,1519.16,1000,SSD
Microsoft,AMD Ryzen 3,8,AMD Radeon RX 6600,13.3,3840x2160,10.0,1.39,Linux,1055.14,1000,HDD
Razer,Intel i7,16,AMD Radeon RX 6800,13.3,2560x1440,9.0,2.25,Linux,2571.54,1000,SSD
Samsung,Intel i3,64,Nvidia RTX 3060,16.0,1920x1080,11.7,2.62,Linux,2232.83,256,SSD
Asus,Intel i9,8,AMD Radeon RX 6800,17.3,3840x2160,11.8,1.89,Windows,2966.87,2000,SSD
Samsung,Intel i5,64,AMD Radeon RX 6800,14.0,2560x1440,6.6,2.77,FreeDOS,2921.42,256,SSD
Asus,AMD Ryzen 5,64,AMD Radeon RX 6800,13.3,2560x1440,4.5,3.4,macOS,3084.9,2000,SSD
Dell,Intel i5,16,Nvidia RTX 2060,17.3,3840x2160,5.4,2.69,Windows,2165.01,512,SSD
Acer,AMD Ryzen 5,8,AMD Radeon RX 6800,15.6,3840x2160,10.3,2.05,FreeDOS,1714.97,2000,SSD
Apple,AMD Ryzen 5,8,Nvidia RTX 3060,14.0,3840x2160,7.9,2.18,FreeDOS,2588.74,256,SSD
Lenovo,AMD Ryzen 9,8,Nvidia RTX 2060,15.6,1920x1080,8.1,2.84,Linux,1778.68,512,SSD
Samsung,AMD Ryzen 7,8,Nvidia RTX 3080,14.0,1920x1080,5.4,3.16,Windows,1369.25,512,SSD
Razer,AMD Ryzen 3,8,Integrated,15.6,2560x1440,4.1,1.51,Windows,1215.25,512,SSD
HP,Intel i9,8,Nvidia GTX 1650,15.6,2560x1440,10.4,3.34,macOS,1999.03,1000,HDD
Asus,Intel i3,64,Nvidia RTX 2060,13.3,1366x768,5.7,2.77,FreeDOS,1566.8,256,SSD
Microsoft,Intel i9,32,Nvidia RTX 2060,15.6,1366x768,9.4,3.27,macOS,2568.27,256,SSD
Asus,AMD Ryzen 3,16,Nvidia RTX 2060,14.0,1920x1080,4.3,2.06,Linux,1083.82,512,SSD
HP,AMD Ryzen 7,32,Nvidia GTX 1650,16.0,1920x1080,10.4,1.25,macOS,2117.78,2000,SSD
Razer,Intel i7,4,Nvidia RTX 3060,13.3,3840x2160,10.6,3.14,FreeDOS,2694.61,1000,SSD
Microsoft,AMD Ryzen 5,64,Nvidia RTX 2060,16.0,1366x768,6.9,1.86,macOS,2172.33,256,SSD
Acer,AMD Ryzen 3,32,Nvidia GTX 1650,13.3,2560x1440,9.3,3.14,macOS,1673.55,512,SSD
Razer,Intel i9,4,Nvidia RTX 3060,14.0,3840x2160,8.5,3.32,FreeDOS,3490.84,256,SSD
Apple,Intel i5,16,Nvidia RTX 3060,14.0,1920x1080,9.8,2.02,FreeDOS,1569.68,1000,HDD
MSI,Intel i7,16,Nvidia RTX 3060,15.6,3840x2160,6.0,1.36,Linux,3558.43,1000,SSD
Razer,Intel i7,16,Nvidia GTX 1650,14.0,2560x1440,4.4,3.14,FreeDOS,2741.04,2000,SSD
Asus,Intel i5,16,Integrated,17.3,3840x2160,5.9,3.4,FreeDOS,1562.79,512,SSD
Razer,Intel i9,4,Integrated,15.6,2560x1440,11.6,1.26,Linux,1578.65,1000,HDD
Dell,Intel i9,64,Nvidia GTX 1650,16.0,3840x2160,4.4,2.7,macOS,6088.95,1000,HDD
Asus,Intel i3,32,Nvidia RTX 2060,17.3,3840x2160,7.7,3.28,macOS,2287.87,256,SSD
Lenovo,AMD Ryzen 5,4,Nvidia RTX 3080,16.0,3840x2160,10.1,2.99,Windows,1766.28,256,SSD
MSI,Intel i7,16,AMD Radeon RX 6600,13.3,1920x1080,5.7,2.61,macOS,1943.21,512,SSD
Lenovo,Intel i9,16,Nvidia RTX 2060,15.6,1920x1080,10.2,1.43,Windows,2331.61,256,SSD
Asus,Intel i5,32,Nvidia RTX 2060,14.0,1920x1080,7.5,2.44,Linux,1555.41,512,SSD
Dell,AMD Ryzen 3,8,Nvidia RTX 3080,14.0,3840x2160,5.8,1.52,Windows,1228.3,1000,HDD
Samsung,AMD Ryzen 3,16,AMD Radeon RX 6800,16.0,1366x768,8.4,3.15,Windows,806.13,256,SSD
Lenovo,Intel i9,4,AMD Radeon RX 6800,17.3,3840x2160,5.6,2.05,Linux,2601.17,512,SSD
MSI,AMD Ryzen 9,64,Nvidia RTX 2060,15.6,1366x768,7.6,1.65,Linux,4648.73,1000,SSD
Apple,Intel i9,64,Nvidia RTX 3060,14.0,2560x1440,11.4,2.48,macOS,7442.75,512,SSD
Apple,Intel i5,64,Nvidia RTX 3080,13.3,1366x768,8.1,2.29,Linux,3094.44,512,SSD
Microsoft,Intel i5,16,Nvidia RTX 2060,14.0,2560x1440,4.9,2.42,FreeDOS,1407.13,1000,HDD
HP,Intel i9,64,Nvidia RTX 3060,16.0,3840x2160,5.8,1.72,Windows,7295.08,1000,SSD
Microsoft,AMD Ryzen 9,16,Nvidia RTX 3080,16.0,3840x2160,4.8,3.16,Linux,3138.95,1000,HDD
Lenovo,Intel i7,32,Nvidia RTX 3060,15.6,1920x1080,8.6,1.52,macOS,2291.01,512,SSD
Apple,AMD Ryzen 3,64,Integrated,14.0,1920x1080,6.0,1.9,Windows,1779.94,1000,HDD
Apple,Intel i9,4,AMD Radeon RX 6600,15.6,1920x1080,9.4,1.22,FreeDOS,2321.56,512,SSD
Samsung,AMD Ryzen 9,4,AMD Radeon RX 6800,15.6,2560x1440,9.5,2.67,Windows,2176.79,2000,SSD
Dell,AMD Ryzen 5,4,AMD Radeon RX 6600,14.0,1920x1080,6.1,1.68,FreeDOS,1018.58,512,SSD
Asus,Intel i9,16,Nvidia RTX 3060,16.0,1920x1080,11.5,1.38,Windows,1777.9,1000,HDD
Razer,Intel i7,4,AMD Radeon RX 6600,14.0,1366x768,5.8,2.88,FreeDOS,1287.06,256,SSD
HP,Intel i7,8,Nvidia RTX 2060,16.0,2560x1440,11.0,2.23,macOS,1836.79,2000,SSD
MSI,AMD Ryzen 7,32,Nvidia RTX 3080,17.3,1366x768,10.0,3.33,Windows,2451.68,256,SSD
Asus,AMD Ryzen 3,32,Nvidia GTX 1650,14.0,1366x768,6.3,2.59,FreeDOS,1184.72,256,SSD
Apple,AMD Ryzen 3,8,Nvidia GTX 1650,16.0,1920x1080,9.5,3.37,Windows,1251.12,512,SSD
Razer,AMD Ryzen 5,16,Nvidia RTX 2060,14.0,2560x1440,5.3,2.62,Linux,2141.79,512,SSD
Asus,AMD Ryzen 3,4,AMD Radeon RX 6800,15.6,1366x768,7.7,2.16,FreeDOS,793.48,1000,SSD
Asus,Intel i3,64,Nvidia RTX 2060,16.0,3840x2160,7.4,1.51,Windows,3622.65,2000,SSD
Dell,AMD Ryzen 3,64,Nvidia RTX 2060,13.3,1920x1080,6.8,1.78,Linux,1905.03,512,SSD
Dell,AMD Ryzen 3,32,Nvidia RTX 3060,15.6,2560x1440,9.7,2.78,macOS,1917.81,512,SSD
Samsung,Intel i9,64,Nvidia RTX 3060,15.6,1920x1080,10.9,2.63,Linux,4246.76,256,SSD
Razer,AMD Ryzen 7,32,Nvidia GTX 1650,16.0,1366x768,8.5,2.19,Windows,2662.4,256,SSD
Asus,Intel i3,4,AMD Radeon RX 6600,15.6,2560x1440,7.8,3.42,FreeDOS,1015.53,256,SSD
Microsoft,AMD Ryzen 5,8,AMD Radeon RX 6600,13.3,2560x1440,7.5,1.37,macOS,1361.31,512,SSD
Microsoft,AMD Ryzen 9,32,AMD Radeon RX 6800,17.3,2560x1440,10.3,2.07,Windows,3681.85,2000,SSD
Samsung,AMD Ryzen 3,8,Nvidia GTX 1650,16.0,1920x1080,5.7,2.93,macOS,929.34,512,SSD
HP,AMD Ryzen 3,4,Nvidia RTX 3060,14.0,1366x768,7.2,1.45,Linux,704.65,512,SSD
Microsoft,AMD Ryzen 3,4,Nvidia RTX 3080,13.3,1366x768,4.1,2.72,Windows,794.17,256,SSD
Lenovo,Intel i7,16,AMD Radeon RX 6800,15.6,1366x768,7.7,3.49,Linux,1407.23,2000,SSD
Apple,Intel i7,64,Nvidia RTX 3080,14.0,1366x768,8.4,3.13,Linux,3065.64,1000,HDD
Acer,AMD Ryzen 5,8,Nvidia GTX 1650,15.6,2560x1440,5.9,2.54,FreeDOS,1326.34,1000,SSD
Asus,Intel i5,8,Nvidia GTX 1650,14.0,3840x2160,4.3,3.07,FreeDOS,1681.81,1000,SSD
Lenovo,AMD Ryzen 9,64,Nvidia RTX 3060,14.0,1366x768,8.6,3.48,macOS,3217.09,2000,SSD
Dell,Intel i9,4,Integrated,14.0,3840x2160,7.7,3.06,Windows,1349.91,1000,HDD
Razer,Intel i5,16,Nvidia RTX 2060,15.6,3840x2160,8.8,3.22,Linux,3107.77,1000,SSD
Dell,AMD Ryzen 7,8,Nvidia RTX 3080,17.3,3840x2160,10.2,1.98,FreeDOS,2229.17,2000,SSD
Dell,AMD Ryzen 7,32,Nvidia RTX 3060,15.6,3840x2160,9.5,3.34,macOS,3644.4,256,SSD
MSI,AMD Ryzen 5,8,Nvidia RTX 3080,17.3,1920x1080,8.9,3.05,Linux,1388.76,1000,SSD
HP,AMD Ryzen 5,32,Nvidia RTX 2060,17.3,2560x1440,7.5,1.3,Linux,2102.78,2000,SSD
Samsung,Intel i5,64,Nvidia RTX 3080,15.6,3840x2160,10.2,1.6,FreeDOS,4366.83,2000,SSD
Apple,Intel i5,64,Integrated,13.3,2560x1440,5.4,2.74,macOS,2949.6,1000,SSD
Samsung,AMD Ryzen 7,16,AMD Radeon RX 6600,17.3,3840x2160,10.4,3.4,FreeDOS,2814.42,1000,SSD
Razer,Intel i7,8,Nvidia RTX 3060,15.6,1366x768,7.6,2.17,FreeDOS,1255.77,1000,HDD
Samsung,Intel i3,8,Nvidia RTX 3060,15.6,1366x768,4.1,2.45,macOS,769.85,1000,SSD
Microsoft,Intel i7,4,Integrated,14.0,3840x2160,9.4,2.26,FreeDOS,1198.2,1000,SSD
Razer,AMD Ryzen 3,4,AMD Radeon RX 6600,13.3,3840x2160,11.3,1.79,macOS,1734.74,1000,SSD
Acer,AMD Ryzen 3,32,Integrated,13.3,1920x1080,9.0,2.56,Linux,771.81,256,SSD
